"","dates","Days","EVI","Cases","Index","pvs","pvn","lag_all","c_all","se_all","sp_all","name"
"39452",18283,1,NA,0,NA,NA,NA,7,0.01,NA,NA,"India"
"39453",18284,2,NA,0,NA,NA,NA,7,0.01,NA,NA,"India"
"39454",18285,3,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39455",18286,4,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39456",18287,5,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39457",18288,6,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39458",18289,7,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39459",18290,8,0,0,0,NA,NA,7,0.01,NA,NA,"India"
"39460",18291,9,Inf,0.142857142857143,1,NA,NA,7,0.01,NA,NA,"India"
"39461",18292,10,0.290994448735806,0.142857142857143,1,NA,NA,7,0.01,NA,NA,"India"
"39462",18293,11,0.0954451150103322,0.142857142857143,1,NA,NA,7,0.01,NA,NA,"India"
"39463",18294,12,0.414213562373095,0.285714285714286,1,NA,NA,7,0.01,NA,NA,"India"
"39464",18295,13,0.414213562373095,0.428571428571429,1,NA,NA,7,0.01,NA,NA,"India"
"39465",18296,14,0.0606601717798213,0.428571428571429,1,NA,NA,7,0.01,NA,NA,"India"
"39466",18297,15,-0.118082896311803,0.428571428571429,0,0,0,7,0.01,0,0,"India"
"39467",18298,16,-0.100264589157563,0.285714285714286,0,0.142857142857143,0,7,0.01,0.333333333333333,0,"India"
"39468",18299,17,-0.159831949583194,0.285714285714286,0,0.25,0,7,0.01,0.5,0,"India"
"39469",18300,18,-0.292893218813452,0.285714285714286,0,0.333333333333333,0,7,0.01,0.6,0,"India"
"39470",18301,19,0.414213562373095,0.142857142857143,0,0.4,0,7,0.01,0.666666666666667,0,"India"
"39471",18302,20,0.414213562373095,0,0,0.454545454545455,0,7,0.01,0.714285714285714,0,"India"
"39472",18303,21,0.0606601717798213,0,0,1,0.777777777777778,7,0.07,0.714285714285714,1,"India"
"39473",18304,22,-0.118082896311803,0,0,1,0.8,7,0.07,0.714285714285714,1,"India"
"39474",18305,23,-0.0488102687886581,0,0,1,0.818181818181818,7,0.07,0.714285714285714,1,"India"
"39475",18306,24,-0.172829808131489,0,0,1,0.833333333333333,7,0.07,0.714285714285714,1,"India"
"39476",18307,25,-0.519615538584739,0,0,1,0.846153846153846,7,0.07,0.714285714285714,1,"India"
"39477",18308,26,-1,0,0,1,0.857142857142857,7,0.07,0.714285714285714,1,"India"
"39478",18309,27,0,0,0,1,0.866666666666667,7,0.07,0.714285714285714,1,"India"
"39479",18310,28,0,0,0,1,0.875,7,0.07,0.714285714285714,1,"India"
"39480",18311,29,0,0,0,1,0.882352941176471,7,0.07,0.714285714285714,1,"India"
"39481",18312,30,0,0,0,1,0.888888888888889,7,0.07,0.714285714285714,1,"India"
"39482",18313,31,0,0,0,1,0.894736842105263,7,0.07,0.714285714285714,1,"India"
"39483",18314,32,0,0,0,1,0.9,7,0.07,0.714285714285714,1,"India"
"39484",18315,33,0,0,0,1,0.857142857142857,7,0.07,0.625,1,"India"
"39485",18316,34,0,0,0,1,0.818181818181818,7,0.07,0.555555555555556,1,"India"
"39486",18317,35,0,0,0,1,0.782608695652174,7,0.07,0.5,1,"India"
"39487",18318,36,0,0,0,1,0.75,7,0.07,0.454545454545455,1,"India"
"39488",18319,37,0,0,0,1,0.72,7,0.07,0.416666666666667,1,"India"
"39489",18320,38,0,0,0,1,0.692307692307692,7,0.07,0.384615384615385,1,"India"
"39490",18321,39,0,0,0,1,0.666666666666667,7,0.07,0.357142857142857,1,"India"
"39491",18322,40,0,0,0,1,0.642857142857143,7,0.07,0.333333333333333,1,"India"
"39492",18323,41,Inf,0.285714285714286,1,1,0.620689655172414,7,0.07,0.3125,1,"India"
"39493",18324,42,0.290994448735806,0.285714285714286,1,1,0.6,7,0.07,0.294117647058824,1,"India"
"39494",18325,43,8.47364766074821,3.57142857142857,1,1,0.580645161290323,7,0.07,0.277777777777778,1,"India"
"39495",18326,44,0.334980412571608,3.85714285714286,1,1,0.5625,7,0.07,0.263157894736842,1,"India"
"39496",18327,45,0.115829998894662,4,1,1,0.545454545454545,7,0.07,0.25,1,"India"
"39497",18328,46,0.034431101009937,4.42857142857143,0,1,0.529411764705882,7,0.07,0.238095238095238,1,"India"
"39498",18329,47,-0.0300140054323268,5.14285714285714,0,1,0.514285714285714,7,0.07,0.227272727272727,1,"India"
"39499",18330,48,-0.139970423288853,5.42857142857143,0,1,0.514285714285714,7,0.07,0.260869565217391,1,"India"
"39500",18331,49,-0.24470848469278,7.28571428571429,0,1,0.514285714285714,7,0.07,0.291666666666667,1,"India"
"39501",18332,50,-0.0949315295679487,4.85714285714286,0,1,0.514285714285714,7,0.07,0.32,1,"India"
"39502",18333,51,-0.0472944276178986,6.14285714285714,0,1,0.514285714285714,7,0.07,0.346153846153846,1,"India"
"39503",18334,52,0.0359208249112945,7.28571428571429,0,1,0.514285714285714,7,0.07,0.37037037037037,1,"India"
"39504",18335,53,0.485235983245062,9.71428571428571,1,1,0.5,7,0.07,0.357142857142857,1,"India"
"39505",18336,54,0.254675607392242,10.5714285714286,1,1,0.486486486486487,7,0.07,0.344827586206897,1,"India"
"39506",18337,55,0.0354576061722603,10.8571428571429,0,0.896551724137931,0.492537313432836,16,0.1,0.433333333333333,0.916666666666667,"India"
"39507",18338,56,0.0367747264602978,12.2857142857143,0,0.903225806451613,0.492537313432836,16,0.1,0.451612903225806,0.916666666666667,"India"
"39508",18339,57,0.0311027732610303,13.4285714285714,0,0.903225806451613,0.478260869565217,16,0.1,0.4375,0.916666666666667,"India"
"39509",18340,58,0.116562835615557,17.2857142857143,1,0.903225806451613,0.464788732394366,16,0.1,0.424242424242424,0.916666666666667,"India"
"39510",18341,59,0.244321013480231,23.1428571428571,1,0.85,0.46875,17,0.01,0.5,0.833333333333333,"India"
"39511",18342,60,0.432326224275012,32.5714285714286,1,0.857142857142857,0.46875,17,0.01,0.514285714285714,0.833333333333333,"India"
"39512",18343,61,0.369066675776716,40.4285714285714,1,0.914285714285714,0.452054794520548,9,0.03,0.444444444444444,0.916666666666667,"India"
"39513",18344,62,0.407623762614236,54.2857142857143,1,0.918918918918919,0.452054794520548,9,0.03,0.459459459459459,0.916666666666667,"India"
"39514",18345,63,0.155913859370819,56.2857142857143,1,0.923076923076923,0.452054794520548,9,0.03,0.473684210526316,0.916666666666667,"India"
"39515",18346,64,0.193030208488444,71.5714285714286,1,0.926829268292683,0.452054794520548,9,0.03,0.487179487179487,0.916666666666667,"India"
"39516",18347,65,0.0839005721585342,76.1428571428571,1,0.930232558139535,0.452054794520548,9,0.03,0.5,0.916666666666667,"India"
"39517",18348,66,0.0963805682226996,91.8571428571429,1,0.933333333333333,0.452054794520548,9,0.03,0.51219512195122,0.916666666666667,"India"
"39518",18349,67,-0.00284986197265281,93.8571428571429,0,0.936170212765957,0.452054794520548,9,0.03,0.523809523809524,0.916666666666667,"India"
"39519",18350,68,-0.100197660638544,89.7142857142857,0,0.938775510204082,0.452054794520548,9,0.03,0.534883720930233,0.916666666666667,"India"
"39520",18351,69,-0.0289292672924336,107.428571428571,0,0.941176470588235,0.452054794520548,9,0.03,0.545454545454545,0.916666666666667,"India"
"39521",18352,70,0.0292181824999843,123,0,0.943396226415094,0.452054794520548,9,0.03,0.555555555555556,0.916666666666667,"India"
"39522",18353,71,0.73928444241653,191.571428571429,1,0.945454545454545,0.452054794520548,9,0.03,0.565217391304348,0.916666666666667,"India"
"39523",18354,72,0.58508333045612,259.428571428571,1,0.947368421052632,0.452054794520548,9,0.03,0.574468085106383,0.916666666666667,"India"
"39524",18355,73,0.120200897051032,240,1,0.949152542372881,0.452054794520548,9,0.03,0.583333333333333,0.916666666666667,"India"
"39525",18356,74,0.176684795675092,299.285714285714,1,0.949152542372881,0.44,9,0.03,0.571428571428571,0.916666666666667,"India"
"39526",18357,75,0.192521145299389,366.285714285714,1,0.916666666666667,0.46875,17,0.01,0.66,0.833333333333333,"India"
"39527",18358,76,0.295688189078915,503.857142857143,1,0.918918918918919,0.46875,17,0.01,0.666666666666667,0.833333333333333,"India"
"39528",18359,77,0.205437354222377,559.142857142857,1,0.921052631578947,0.46875,17,0.01,0.673076923076923,0.833333333333333,"India"
"39529",18360,78,0.113738444294174,559.714285714286,1,0.923076923076923,0.46875,17,0.01,0.679245283018868,0.833333333333333,"India"
"39530",18361,79,0.0913675755391211,597.428571428571,1,0.925,0.46875,17,0.01,0.685185185185185,0.833333333333333,"India"
"39531",18362,80,0.119281260910654,718.714285714286,1,0.926829268292683,0.46875,17,0.01,0.690909090909091,0.833333333333333,"India"
"39532",18363,81,0.0936704926037178,766.285714285714,1,0.928571428571428,0.46875,17,0.01,0.696428571428571,0.833333333333333,"India"
"39533",18364,82,0.0663914560747636,802.428571428571,1,0.930232558139535,0.46875,17,0.01,0.701754385964912,0.833333333333333,"India"
"39534",18365,83,0.0377975594032221,810.714285714286,1,0.931818181818182,0.46875,17,0.01,0.706896551724138,0.833333333333333,"India"
"39535",18366,84,0.0333245834145869,882.285714285714,1,0.933333333333333,0.46875,17,0.01,0.711864406779661,0.833333333333333,"India"
"39536",18367,85,0.0102010002540633,915.142857142857,1,0.934782608695652,0.46875,17,0.01,0.716666666666667,0.833333333333333,"India"
"39537",18368,86,-0.00301165021111298,957.857142857143,0,0.936170212765957,0.46875,17,0.01,0.721311475409836,0.833333333333333,"India"
"39538",18369,87,-0.0302957442416579,964.857142857143,0,0.9375,0.46875,17,0.01,0.725806451612903,0.833333333333333,"India"
"39539",18370,88,-0.0157411800909845,1039.42857142857,0,0.938775510204082,0.46875,17,0.01,0.73015873015873,0.833333333333333,"India"
"39540",18371,89,0.0348403511263724,1201.42857142857,1,0.94,0.46875,17,0.01,0.734375,0.833333333333333,"India"
"39541",18372,90,-0.0364929901214507,1155.14285714286,0,0.941176470588235,0.46875,17,0.01,0.738461538461539,0.833333333333333,"India"
"39542",18373,91,-0.0297048663222494,1227.57142857143,0,0.942307692307692,0.46875,17,0.01,0.742424242424242,0.833333333333333,"India"
"39543",18374,92,-0.0209264821168548,1292.57142857143,0,0.943396226415094,0.46875,17,0.01,0.746268656716418,0.833333333333333,"India"
"39544",18375,93,-0.00838075362710255,1378.14285714286,0,0.944444444444445,0.46875,19,0.01,0.75,0.833333333333333,"India"
"39545",18376,94,-0.00155249658814958,1454,0,0.945454545454546,0.46875,21,0.01,0.753623188405797,0.833333333333333,"India"
"39546",18377,95,-0.00194351295774315,1508.71428571429,0,0.946428571428572,0.46875,21,0.01,0.757142857142857,0.833333333333333,"India"
