"","dates","Days","EVI","Cases","Index","pvs","pvn","lag_all","c_all","se_all","sp_all","name"
"31820",18542,260,-0.017766979916171,12911.5714285714,0,0.875379939209726,0.762790697674419,30,0.01,0.738461538461539,0.888888888888889,"France"
"31821",18543,261,-0.00426151213712368,13533.1428571429,0,0.875425038639876,0.764443400657586,30,0.01,0.738461538461539,0.889830508474576,"France"
"31822",18544,262,0.0343516599800462,14769.1428571429,1,0.875469384627175,0.766073080481036,30,0.01,0.738461538461539,0.890756302521008,"France"
"31823",18545,263,0.0895390169633407,16224.7142857143,1,0.875512995896033,0.767680218653912,30,0.01,0.738461538461539,0.891666666666667,"France"
"31824",18546,264,0.079464635067168,16715.1428571429,1,0.875512995896033,0.762470308788599,30,0.01,0.732824427480916,0.891666666666667,"France"
"31825",18547,265,0.078780778964381,17225.5714285714,1,0.875512995896033,0.757330637007078,30,0.01,0.727272727272727,0.891666666666667,"France"
"31826",18548,266,0.0604572685254528,17556.4285714286,1,0.875512995896033,0.75225979243388,30,0.01,0.721804511278195,0.891666666666667,"France"
"31827",18549,267,0.0616829448373939,18134.8571428571,1,0.875512995896033,0.747256401729298,30,0.01,0.716417910447761,0.891666666666667,"France"
"31828",18550,268,0.0954644981712876,19899.8571428571,1,0.875512995896033,0.742319127849356,30,0.01,0.711111111111111,0.891666666666667,"France"
"31829",18551,269,0.0853181960840409,20549,1,0.87663804789878,0.742319127849356,30,0.01,0.713235294117647,0.891666666666667,"France"
"31830",18552,270,0.0777822340422719,21324.2857142857,1,0.877742946708464,0.742319127849356,30,0.01,0.715328467153285,0.891666666666667,"France"
"31831",18553,271,0.106477701257648,23310,1,0.878828229027963,0.742319127849356,30,0.01,0.717391304347826,0.891666666666667,"France"
"31832",18554,272,0.0918294912025448,24035.2857142857,1,0.87989441267048,0.742319127849356,30,0.01,0.719424460431655,0.891666666666667,"France"
"31833",18555,273,0.0878181377541722,24999.5714285714,1,0.880941997383341,0.742319127849356,30,0.01,0.721428571428571,0.891666666666667,"France"
"31834",18556,274,0.0721078971141952,25631,1,0.881971465629053,0.742319127849356,30,0.01,0.723404255319149,0.891666666666667,"France"
"31835",18557,275,0.0778030668572901,27210.4285714286,1,0.882983283326189,0.742319127849356,30,0.01,0.725352112676056,0.891666666666667,"France"
"31836",18558,276,0.0945947107141685,29668.2857142857,1,0.883977900552486,0.742319127849356,30,0.01,0.727272727272727,0.891666666666667,"France"
"31837",18559,277,0.0977987209861943,31548.4285714286,1,0.884955752212389,0.742319127849356,30,0.01,0.729166666666667,0.891666666666667,"France"
"31838",18560,278,0.0383969962328505,28231.1428571429,1,0.885917258671124,0.742319127849356,30,0.01,0.731034482758621,0.891666666666667,"France"
"31839",18561,279,0.12091362521182,36619.8571428571,1,0.886862826357232,0.742319127849356,30,0.01,0.732876712328767,0.891666666666667,"France"
"31840",18562,280,0.107612340138217,38635,1,0.887792848335388,0.742319127849356,30,0.01,0.73469387755102,0.891666666666667,"France"
"31841",18563,281,0.0899241697434023,40081.8571428571,1,0.888707704851203,0.742319127849356,30,0.01,0.736486486486487,0.891666666666667,"France"
"31842",18564,282,0.0705880200200952,40910.2857142857,1,0.889607763849576,0.742319127849356,30,0.01,0.738255033557047,0.891666666666667,"France"
